mese,origine,tonnellate,intra_ue
2021-04,BG,3.7,si
2021-04,CA,103.0,no
2021-04,CH,42.7,no
2021-04,CN,0.7,no
2021-04,CY,0.1,si
2021-04,CZ,39.1,si
2021-04,DE,2060.3,si
2021-04,DK,0.7,si
2021-04,EE,0.6,si
2021-04,EG,11.9,no
2021-04,ES,17451.3,si
2021-04,FI,3.1,si
2021-04,FR,4745.1,si
2021-04,GB,4867.3,no
2021-04,GR,184.2,si
2021-04,HR,4.9,si
2021-04,HU,1798.5,si
2021-04,IE,0.1,si
2021-04,IL,0.6,no
2021-04,IN,519.2,no
2021-04,JP,2.6,no
2021-04,LT,4.1,si
2021-04,LU,0.1,si
2021-04,LV,3.1,si
2021-04,MX,8.6,no
2021-04,NL,8802.9,si
2021-04,NO,0.0,no
2021-04,PL,859.1,si
2021-04,PT,4.7,si
2021-04,QV,0.2,no
2021-04,RO,1.9,si
2021-04,RU,1242.7,no
2021-04,SE,172.8,si
2021-04,SI,36.1,si
2021-04,SK,2.2,si
2021-04,SV,1.1,no
2021-04,TR,63.5,no
2021-04,US,340.3,no
2021-04,XS,105.0,no
2021-05,AL,62.6,no
2021-05,AT,192.2,si
2021-05,BA,81.8,no
2021-05,BE,7018.6,si
2021-05,BG,27.1,si
2021-05,CA,0.4,no
2021-05,CH,52.5,no
2021-05,CY,0.1,si
2021-05,CZ,12.1,si
2021-05,DE,2937.6,si
2021-05,DK,1.5,si
2021-05,EE,0.6,si
2021-05,ES,6953.0,si
2021-05,FI,22.7,si
2021-05,FR,4466.7,si
2021-05,GA,0.0,no
2021-05,GB,2872.0,no
2021-05,GR,6865.1,si
2021-05,HR,5.0,si
2021-05,HU,512.2,si
2021-05,IE,0.1,si
2021-05,IN,1270.2,no
2021-05,JP,0.4,no
2021-05,LT,44.8,si
2021-05,LU,0.1,si
2021-05,LV,3.1,si
2021-05,MX,7.4,no
2021-05,NL,5080.3,si
2021-05,PL,1180.6,si
2021-05,PT,3.8,si
2021-05,QV,6.7,no
2021-05,RO,2.8,si
2021-05,RU,921.9,no
2021-05,SE,190.7,si
2021-05,SI,40.5,si
2021-05,SK,1.3,si
2021-05,TR,56.7,no
2021-05,TW,423.0,no
2021-05,UA,2.1,no
2021-05,US,112.7,no
2021-05,XS,111.0,no
2021-06,AE,345.2,no
2021-06,AL,32.4,no
2021-06,AT,109.3,si
2021-06,BA,413.1,no
2021-06,BE,7321.0,si
2021-06,BG,5.0,si
2021-06,BR,0.0,no
2021-06,BY,162.9,no
2021-06,CA,0.3,no
2021-06,CH,25.6,no
2021-06,CN,1.3,no
2021-06,CY,0.2,si
2021-06,CZ,19.0,si
2021-06,DE,2747.9,si
2021-06,DK,94.4,si
2021-06,EE,0.6,si
2021-06,ES,13031.6,si
2021-06,FI,3.2,si
2021-06,FR,4872.9,si
2021-06,GB,3254.8,no
2021-06,GR,476.0,si
2021-06,HR,6.3,si
2021-06,HU,360.7,si
2021-06,IE,0.1,si
2021-06,IL,12.3,no
2021-06,IN,1008.6,no
2021-06,JP,6.4,no
2021-06,KR,294.8,no
2021-06,LT,24.6,si
2021-06,LU,0.1,si
2021-06,LV,3.2,si
2021-06,MX,7.1,no
2021-06,MY,3953.6,no
2021-06,NL,4655.8,si
2021-06,PL,1329.6,si
2021-06,PT,8.2,si
2021-06,RO,3.8,si
2021-06,RU,1074.6,no
2021-06,SE,101.8,si
2021-06,SI,61.3,si
2021-06,SK,2.0,si
2021-06,TR,132.2,no
2021-06,TW,0.2,no
2021-06,UA,0.7,no
2021-06,US,75.7,no
2021-06,XS,59.4,no
2021-07,AL,60.6,no
2021-07,AT,458.1,si
2021-07,BE,6103.8,si
2021-07,BG,35.0,si
2021-07,CH,26.7,no
2021-07,CN,61.6,no
2021-07,CY,0.1,si
2021-07,CZ,23.5,si
2021-07,DE,2744.4,si
2021-07,DK,0.7,si
2021-07,EE,0.7,si
2021-07,ES,4851.1,si
2021-07,FI,3.1,si
2021-07,FR,4451.0,si
2021-07,GB,210.2,no
2021-07,GR,14196.3,si
2021-07,HR,5.4,si
2021-07,HU,734.9,si
2021-07,IE,0.0,si
2021-07,IN,136.1,no
2021-07,JP,2.8,no
2021-07,KR,97.7,no
2021-07,LT,44.9,si
2021-07,LU,0.1,si
2021-07,LV,3.1,si
2021-07,MX,8.2,no
2021-07,MY,2000.9,no
2021-07,NL,8853.0,si
2021-07,PL,1664.0,si
2021-07,PT,3.9,si
2021-07,RO,2.1,si
2021-07,RU,214.5,no
2021-07,SE,133.8,si
2021-07,SI,45.9,si
2021-07,SK,1.3,si
2021-07,TR,55.6,no
2021-07,TW,305.0,no
2021-07,US,57.6,no
2021-08,AL,21.0,no
2021-08,AT,462.4,si
2021-08,BE,7471.9,si
2021-08,BG,13.6,si
2021-08,CH,14.6,no
2021-08,CY,0.1,si
2021-08,CZ,5.3,si
2021-08,DE,6836.6,si
2021-08,DK,0.5,si
2021-08,EE,0.5,si
2021-08,ES,5129.0,si
2021-08,FI,2.2,si
2021-08,FR,2341.3,si
2021-08,GB,3241.1,no
2021-08,GR,14168.9,si
2021-08,HR,3.3,si
2021-08,HU,735.4,si
2021-08,IE,0.0,si
2021-08,IN,198.9,no
2021-08,JP,2.7,no
2021-08,KR,97.2,no
2021-08,LT,28.0,si
2021-08,LU,0.1,si
2021-08,LV,2.2,si
2021-08,MX,9.6,no
2021-08,MY,3.2,no
2021-08,NL,3775.7,si
2021-08,PL,987.2,si
2021-08,PT,3.7,si
2021-08,RO,6.5,si
2021-08,RU,864.2,no
2021-08,SE,62.8,si
2021-08,SI,32.2,si
2021-08,SK,1.0,si
2021-08,TH,0.4,no
2021-08,TR,79.0,no
2021-08,US,6.7,no
2021-08,XS,15.4,no
2021-09,AL,38.0,no
2021-09,AT,200.7,si
2021-09,BA,99.9,no
2021-09,BE,9790.7,si
2021-09,BG,3.7,si
2021-09,CH,48.5,no
2021-09,CN,0.2,no
2021-09,CY,0.1,si
2021-09,CZ,13.9,si
2021-09,DE,3110.6,si
2021-09,DK,0.8,si
2021-09,EE,0.6,si
2021-09,ES,7234.7,si
2021-09,FI,3.2,si
2021-09,FR,4427.1,si
2021-09,GB,3371.1,no
2021-09,GR,239.2,si
2021-09,HR,4.7,si
2021-09,HU,1906.8,si
2021-09,IE,0.1,si
2021-09,IN,894.7,no
2021-09,JP,6.3,no
2021-09,KR,97.5,no
2021-09,LT,4.7,si
2021-09,LU,0.1,si
2021-09,LV,3.2,si
2021-09,MX,9.6,no
2021-09,MY,15.0,no
2021-09,NL,4760.8,si
2021-09,PL,2852.3,si
2021-09,PT,3.8,si
2021-09,QV,1.9,no
2021-09,RO,3.9,si
2021-09,RU,1026.6,no
2021-09,SE,233.7,si
2021-09,SI,44.1,si
2021-09,SK,1.5,si
2021-09,TR,53.5,no
2021-09,TW,301.7,no
2021-09,UA,1.9,no
2021-09,US,325.9,no
2021-09,XS,61.4,no
2021-10,AL,0.8,no
2021-10,AT,270.5,si
2021-10,AZ,21.3,no
2021-10,BA,54.3,no
2021-10,BE,6777.4,si
2021-10,BG,7.0,si
2021-10,CH,27.3,no
2021-10,CY,0.1,si
2021-10,CZ,26.4,si
2021-10,DE,3339.3,si
2021-10,DK,0.8,si
2021-10,EE,0.7,si
2021-10,ES,8593.0,si
2021-10,FI,3.2,si
2021-10,FR,3621.7,si
2021-10,GB,3021.0,no
2021-10,GR,14219.6,si
2021-10,HR,6.2,si
2021-10,HU,1087.9,si
2021-10,IE,0.1,si
2021-10,IN,1121.8,no
2021-10,JP,0.2,no
2021-10,KR,116.8,no
2021-10,LT,22.6,si
2021-10,LU,0.1,si
2021-10,LV,3.2,si
2021-10,MX,5.8,no
2021-10,NL,7134.6,si
2021-10,PL,1682.6,si
2021-10,PT,4.7,si
2021-10,QV,37.7,no
2021-10,RO,9.8,si
2021-10,RU,1175.1,no
2021-10,SE,133.3,si
2021-10,SI,63.5,si
2021-10,SK,3.5,si
2021-10,TR,97.6,no
2021-10,TW,161.0,no
2021-10,US,19.3,no
2021-10,XS,42.7,no
2021-11,AL,17.6,no
2021-11,AT,90.4,si
2021-11,BE,7476.6,si
2021-11,BG,25.4,si
2021-11,BR,0.0,no
2021-11,CH,25.4,no
2021-11,CN,0.2,no
2021-11,CY,0.2,si
2021-11,CZ,21.5,si
2021-11,DE,2971.9,si
2021-11,DK,0.8,si
2021-11,EE,0.7,si
2021-11,ES,8589.0,si
2021-11,FI,3.5,si
2021-11,FR,3730.5,si
2021-11,GB,250.0,no
2021-11,GR,14247.9,si
2021-11,HR,5.2,si
2021-11,HU,488.8,si
2021-11,IE,0.1,si
2021-11,IN,935.2,no
2021-11,JP,3.2,no
2021-11,KR,38.9,no
2021-11,LT,43.7,si
2021-11,LU,0.1,si
2021-11,LV,3.5,si
2021-11,MX,9.8,no
2021-11,MY,2300.0,no
2021-11,NL,2489.6,si
2021-11,PL,1994.1,si
2021-11,PT,10.3,si
2021-11,QV,0.9,no
2021-11,RO,3.4,si
2021-11,RU,830.5,no
2021-11,SE,137.6,si
2021-11,SI,79.1,si
2021-11,SK,1.5,si
2021-11,TR,61.4,no
2021-11,UA,3.0,no
2021-11,US,207.4,no
2021-11,XS,59.8,no
2021-12,AL,58.8,no
2021-12,AT,415.1,si
2021-12,BA,53.9,no
2021-12,BE,4262.1,si
2021-12,BG,0.9,si
2021-12,CH,38.5,no
2021-12,CN,0.1,no
2021-12,CY,0.2,si
2021-12,CZ,19.8,si
2021-12,DE,2668.3,si
2021-12,DK,0.8,si
2021-12,EE,0.7,si
2021-12,ES,14690.1,si
2021-12,FI,3.5,si
2021-12,FR,4657.7,si
2021-12,GB,328.9,no
2021-12,GR,10076.4,si
2021-12,HR,5.3,si
2021-12,HU,1552.8,si
2021-12,IE,0.1,si
2021-12,IN,96.0,no
2021-12,JP,6.5,no
2021-12,KR,273.2,no
2021-12,LT,24.0,si
2021-12,LU,0.1,si
2021-12,LV,3.5,si
2021-12,MX,8.9,no
2021-12,NL,4459.9,si
2021-12,PL,1280.1,si
2021-12,PT,24.1,si
2021-12,QV,0.4,no
2021-12,QW,0.8,no
2021-12,RO,2.2,si
2021-12,RU,762.5,no
2021-12,SE,116.5,si
2021-12,SI,27.0,si
2021-12,SK,3.1,si
2021-12,TR,70.5,no
2021-12,UA,0.6,no
2021-12,US,13.0,no
2021-12,XS,17.2,no
2022-01,AL,24.7,no
2022-01,AT,809.1,si
2022-01,BA,134.2,no
2022-01,BE,7652.4,si
2022-01,BG,2.1,si
2022-01,CA,0.9,no
2022-01,CH,34.5,no
2022-01,CN,0.8,no
2022-01,CZ,13.5,si
2022-01,DE,2605.1,si
2022-01,DK,0.0,si
2022-01,EG,11.2,no
2022-01,ES,5729.1,si
2022-01,FR,2523.2,si
2022-01,GB,2815.7,no
2022-01,GR,42.9,si
2022-01,HU,819.0,si
2022-01,IE,0.2,si
2022-01,IN,317.2,no
2022-01,JP,6.0,no
2022-01,KR,75.2,no
2022-01,LT,4.5,si
2022-01,MX,6.0,no
2022-01,MY,3749.9,no
2022-01,NL,6869.3,si
2022-01,PL,1863.5,si
2022-01,PT,17.9,si
2022-01,RO,41.7,si
2022-01,RU,1332.7,no
2022-01,SE,179.7,si
2022-01,SI,207.5,si
2022-01,SK,0.1,si
2022-01,TW,140.6,no
2022-01,US,140.3,no
2022-01,XS,17.9,no
2022-02,AE,20.0,no
2022-02,AL,14.6,no
2022-02,AT,289.6,si
2022-02,BA,219.3,no
2022-02,BE,10554.0,si
2022-02,BG,12.1,si
2022-02,CH,27.9,no
2022-02,CZ,11.0,si
2022-02,DE,3610.1,si
2022-02,DK,0.6,si
2022-02,ES,16781.0,si
2022-02,FI,0.0,si
2022-02,FR,4093.2,si
2022-02,GB,2080.5,no
2022-02,GR,14327.4,si
2022-02,HR,0.5,si
2022-02,HU,1167.4,si
2022-02,IE,0.5,si
2022-02,IN,119.5,no
2022-02,KR,0.5,no
2022-02,LT,7.7,si
2022-02,LU,0.0,si
2022-02,MX,8.5,no
2022-02,NL,5661.1,si
2022-02,PL,1796.4,si
2022-02,PT,22.5,si
2022-02,QV,1.2,no
2022-02,RO,52.9,si
2022-02,RU,1494.3,no
2022-02,SE,174.9,si
2022-02,SI,172.4,si
2022-02,SK,1.6,si
2022-02,TR,58.9,no
2022-02,TW,160.6,no
2022-02,US,178.5,no
2022-02,XS,79.0,no
2022-03,AL,18.2,no
2022-03,AT,552.4,si
2022-03,BE,9203.8,si
2022-03,BG,0.6,si
2022-03,BR,1.6,no
2022-03,CH,46.9,no
2022-03,CN,2.7,no
2022-03,CZ,14.5,si
2022-03,DE,4284.3,si
2022-03,ES,13598.8,si
2022-03,FR,4460.4,si
2022-03,GB,339.8,no
2022-03,GR,356.1,si
2022-03,HR,45.3,si
2022-03,HU,1834.8,si
2022-03,IN,159.1,no
2022-03,JP,5.7,no
2022-03,KR,0.3,no
2022-03,MT,10.9,si
2022-03,MX,13.9,no
2022-03,NL,4427.0,si
2022-03,NO,0.7,no
2022-03,PL,2251.1,si
2022-03,PT,22.6,si
2022-03,QV,6.2,no
2022-03,RO,3.7,si
2022-03,RU,1025.7,no
2022-03,SE,178.7,si
2022-03,SI,316.1,si
2022-03,SK,0.1,si
2022-03,TR,61.0,no
2022-03,US,354.4,no
2022-03,XS,18.4,no
2022-04,AL,17.4,no
2022-04,AT,419.3,si
2022-04,AW,0.0,no
2022-04,BE,8454.5,si
2022-04,BG,3.3,si
2022-04,CA,0.2,no
2022-04,CH,21.3,no
2022-04,CZ,35.5,si
2022-04,DE,3506.5,si
2022-04,DK,1433.0,si
2022-04,EE,10.3,si
2022-04,ES,10641.3,si
2022-04,FI,38.8,si
2022-04,FR,4818.1,si
2022-04,GB,291.6,no
2022-04,GR,14194.4,si
2022-04,HR,109.7,si
2022-04,HU,1696.1,si
2022-04,IE,0.0,si
2022-04,IN,477.8,no
2022-04,JP,9.1,no
2022-04,KR,375.2,no
2022-04,LT,5.3,si
2022-04,LU,0.0,si
2022-04,LV,4.3,si
2022-04,MT,2.6,si
2022-04,MX,13.2,no
2022-04,NL,3133.4,si
2022-04,PL,1625.2,si
2022-04,PT,1.8,si
2022-04,QV,25.7,no
2022-04,RO,0.0,si
2022-04,RU,297.3,no
2022-04,SE,217.6,si
2022-04,SI,272.1,si
2022-04,SK,0.0,si
2022-04,TH,0.2,no
2022-04,TR,68.0,no
2022-04,TW,100.3,no
2022-04,UA,1.6,no
2022-04,US,166.3,no
2022-05,AT,621.9,si
2022-05,AZ,161.0,no
2022-05,BE,21948.1,si
2022-05,BG,2.1,si
2022-05,CA,1.8,no
2022-05,CH,39.3,no
2022-05,CN,1.7,no
2022-05,CZ,71.6,si
2022-05,DE,5693.2,si
2022-05,DK,0.0,si
2022-05,EE,26.5,si
2022-05,ES,14905.0,si
2022-05,FI,102.2,si
2022-05,FR,4118.6,si
2022-05,GB,5120.9,no
2022-05,GR,251.8,si
2022-05,HR,90.7,si
2022-05,HU,2184.9,si
2022-05,IE,0.0,si
2022-05,IL,1.4,no
2022-05,IN,1013.2,no
2022-05,JP,3.5,no
2022-05,KR,425.4,no
2022-05,LU,0.0,si
2022-05,MX,8.5,no
2022-05,MY,3558.1,no
2022-05,NL,6714.6,si
2022-05,PL,1954.4,si
2022-05,PT,5.5,si
2022-05,QV,1.1,no
2022-05,RO,2.1,si
2022-05,RU,571.6,no
2022-05,SE,199.1,si
2022-05,SI,191.3,si
2022-05,SK,0.0,si
2022-05,TR,62.6,no
2022-05,TW,100.5,no
2022-05,UA,4.0,no
2022-05,US,191.0,no
2022-05,XS,23.6,no
2022-06,AL,3.2,no
2022-06,AT,309.4,si
2022-06,AZ,300.0,no
2022-06,BE,12868.7,si
2022-06,BG,5.1,si
2022-06,CA,0.3,no
2022-06,CH,27.4,no
2022-06,CN,0.5,no
2022-06,CZ,11.4,si
2022-06,DE,4602.3,si
2022-06,DK,2.2,si
2022-06,EE,0.0,si
2022-06,ES,6760.4,si
2022-06,FI,37.3,si
2022-06,FR,3551.7,si
2022-06,GB,1814.9,no
2022-06,GR,19853.2,si
2022-06,HR,77.5,si
2022-06,HU,1403.5,si
2022-06,IN,515.0,no
2022-06,JP,7.2,no
2022-06,KR,200.0,no
2022-06,LT,7.3,si
2022-06,LU,0.0,si
2022-06,MA,0.3,no
2022-06,MX,7.1,no
2022-06,NL,3732.7,si
2022-06,NO,0.0,no
2022-06,PL,725.1,si
2022-06,PT,29.8,si
2022-06,QV,1.1,no
2022-06,RO,0.7,si
2022-06,RU,568.6,no
2022-06,SE,137.2,si
2022-06,SI,206.7,si
2022-06,SK,0.1,si
2022-06,TR,86.1,no
2022-06,UA,2.4,no
2022-06,US,60.4,no
2022-06,XS,22.4,no
2022-07,AE,325.3,no
2022-07,AL,20.6,no
2022-07,AT,372.9,si
2022-07,AZ,40.0,no
2022-07,BE,8432.1,si
2022-07,BG,3.2,si
2022-07,CA,135.9,no
2022-07,CH,31.3,no
2022-07,CN,4.3,no
2022-07,CZ,108.9,si
2022-07,DE,4039.6,si
2022-07,EG,123.2,no
2022-07,ES,9376.9,si
2022-07,FI,179.2,si
2022-07,FR,3227.5,si
2022-07,GB,4517.8,no
2022-07,GR,14360.5,si
2022-07,HR,110.6,si
2022-07,HU,1588.9,si
2022-07,IE,0.0,si
2022-07,IN,457.6,no
2022-07,JP,5.5,no
2022-07,KR,100.0,no
2022-07,LU,0.1,si
2022-07,MX,13.8,no
2022-07,NL,3925.2,si
2022-07,NO,0.1,no
2022-07,PL,876.0,si
2022-07,PT,9.9,si
2022-07,QV,4.0,no
2022-07,RO,0.2,si
2022-07,RU,573.8,no
2022-07,SA,123.7,no
2022-07,SE,180.2,si
2022-07,SI,219.5,si
2022-07,SK,0.5,si
2022-07,TR,74.8,no
2022-07,TW,383.9,no
2022-07,US,41.3,no
2022-07,XS,74.0,no
2022-08,AL,21.6,no
2022-08,AR,0.0,no
2022-08,AT,194.3,si
2022-08,BE,6654.6,si
2022-08,BG,5.2,si
2022-08,CH,21.0,no
2022-08,CN,0.7,no
2022-08,CZ,12.0,si
2022-08,DE,4894.6,si
2022-08,DK,0.4,si
2022-08,EE,43.1,si
2022-08,EG,20.4,no
2022-08,ES,12469.0,si
2022-08,FI,21.0,si
2022-08,FR,2240.6,si
2022-08,GB,3392.8,no
2022-08,GR,352.7,si
2022-08,HR,39.2,si
2022-08,HU,1656.8,si
2022-08,IN,289.4,no
2022-08,KR,300.5,no
2022-08,LT,8.8,si
2022-08,MT,7.5,si
2022-08,MX,6.9,no
2022-08,NL,1988.4,si
2022-08,PL,365.2,si
2022-08,PT,23.6,si
2022-08,QV,4.1,no
2022-08,RO,2.0,si
2022-08,RU,456.7,no
2022-08,SE,64.7,si
2022-08,SI,85.6,si
2022-08,SK,0.1,si
2022-08,TR,212.6,no
2022-08,TW,304.2,no
2022-08,US,49.6,no
2022-08,XS,48.8,no
2022-09,AL,18.5,no
2022-09,AT,206.1,si
2022-09,AZ,59.8,no
2022-09,BA,134.9,no
2022-09,BE,9622.8,si
2022-09,BG,1.6,si
2022-09,CA,1.5,no
2022-09,CH,37.9,no
2022-09,CN,0.9,no
2022-09,CZ,12.1,si
2022-09,DE,3329.3,si
2022-09,DK,713.8,si
2022-09,EE,0.1,si
2022-09,ES,7999.7,si
2022-09,FI,59.1,si
2022-09,FR,2894.3,si
2022-09,GB,1976.8,no
2022-09,GR,14235.4,si
2022-09,HR,24.0,si
2022-09,HU,1021.2,si
2022-09,IN,673.2,no
2022-09,JP,7.5,no
2022-09,KR,0.7,no
2022-09,LT,43.8,si
2022-09,LU,0.0,si
2022-09,LV,0.0,si
2022-09,MX,14.5,no
2022-09,NL,4340.1,si
2022-09,NO,0.7,no
2022-09,PL,1452.0,si
2022-09,PT,9.5,si
2022-09,QV,0.2,no
2022-09,RO,0.7,si
2022-09,RU,54.1,no
2022-09,SE,143.2,si
2022-09,SI,55.6,si
2022-09,SK,0.1,si
2022-09,TR,496.7,no
2022-09,TW,141.1,no
2022-09,US,29.3,no
2022-09,XS,57.0,no
2022-10,AL,19.8,no
2022-10,AR,0.0,no
2022-10,AT,440.8,si
2022-10,AZ,59.6,no
2022-10,BE,8533.0,si
2022-10,BG,7.4,si
2022-10,CH,28.2,no
2022-10,CN,1.1,no
2022-10,CZ,28.5,si
2022-10,DE,3500.7,si
2022-10,DK,2.1,si
2022-10,EE,110.0,si
2022-10,ES,8932.7,si
2022-10,FI,34.3,si
2022-10,FR,3919.0,si
2022-10,GB,337.2,no
2022-10,GR,14102.7,si
2022-10,HR,40.1,si
2022-10,HU,1356.3,si
2022-10,IE,0.6,si
2022-10,IN,1275.3,no
2022-10,JP,2.7,no
2022-10,LT,1.4,si
2022-10,MX,8.3,no
2022-10,MY,2802.3,no
2022-10,NL,5116.8,si
2022-10,PL,2260.3,si
2022-10,PT,29.2,si
2022-10,QV,1.9,no
2022-10,RO,0.2,si
2022-10,RU,378.2,no
2022-10,SE,182.8,si
2022-10,SI,208.9,si
2022-10,SK,2.3,si
2022-10,TH,0.2,no
2022-10,TR,244.2,no
2022-10,TW,202.8,no
2022-10,US,36.7,no
2022-10,XS,0.4,no
2022-11,AO,0.1,no
2022-11,AT,1131.5,si
2022-11,AZ,318.5,no
2022-11,BE,7715.9,si
2022-11,BG,0.0,si
2022-11,CA,0.0,no
2022-11,CH,39.7,no
2022-11,CN,0.3,no
2022-11,CZ,26.3,si
2022-11,DE,3132.9,si
2022-11,DK,3.6,si
2022-11,ES,10512.0,si
2022-11,FI,33.9,si
2022-11,FR,3770.6,si
2022-11,GB,3069.4,no
2022-11,GR,14391.1,si
2022-11,HR,98.7,si
2022-11,HU,889.6,si
2022-11,IE,0.0,si
2022-11,IN,1158.1,no
2022-11,JP,2.4,no
2022-11,KR,0.2,no
2022-11,LU,0.2,si
2022-11,LV,0.0,si
2022-11,MX,9.9,no
2022-11,NL,3542.9,si
2022-11,PL,672.3,si
2022-11,PT,11.9,si
2022-11,QV,0.0,no
2022-11,RO,0.2,si
2022-11,RU,379.9,no
2022-11,SE,121.3,si
2022-11,SI,177.1,si
2022-11,SK,0.0,si
2022-11,TH,0.5,no
2022-11,TR,250.5,no
2022-11,UA,0.5,no
2022-11,US,1104.7,no
2022-12,AL,17.1,no
2022-12,AT,218.8,si
2022-12,BE,5734.7,si
2022-12,BG,1.7,si
2022-12,CH,33.2,no
2022-12,CN,0.5,no
2022-12,CZ,13.2,si
2022-12,DE,2334.1,si
2022-12,DK,1.6,si
2022-12,EE,14.7,si
2022-12,ES,7095.8,si
2022-12,FR,3132.5,si
2022-12,GB,193.1,no
2022-12,GR,10204.4,si
2022-12,HR,18.5,si
2022-12,HU,1799.4,si
2022-12,IE,0.6,si
2022-12,IL,15.6,no
2022-12,IN,239.1,no
2022-12,JP,7.4,no
2022-12,KR,0.7,no
2022-12,LU,0.0,si
2022-12,LV,15.1,si
2022-12,MX,8.3,no
2022-12,MY,3323.6,no
2022-12,NL,2542.1,si
2022-12,NO,0.0,no
2022-12,PL,562.5,si
2022-12,PT,38.0,si
2022-12,RO,0.5,si
2022-12,RU,53.1,no
2022-12,SE,83.0,si
2022-12,SI,182.4,si
2022-12,SK,0.0,si
2022-12,TR,39.4,no
2022-12,TW,241.2,no
2022-12,US,37.7,no
2023-01,AT,232.1,si
2023-01,BE,6735.7,si
2023-01,BG,39.4,si
2023-01,CA,0.1,no
2023-01,CH,16.4,no
2023-01,CN,11.2,no
2023-01,CZ,34.8,si
2023-01,DE,4166.9,si
2023-01,DK,0.1,si
2023-01,ES,11123.4,si
2023-01,FI,53.2,si
2023-01,FR,2817.0,si
2023-01,GB,206.8,no
2023-01,GR,216.6,si
2023-01,HR,57.9,si
2023-01,HU,840.1,si
2023-01,IE,0.2,si
2023-01,IN,1206.3,no
2023-01,JP,0.2,no
2023-01,LT,26.2,si
2023-01,LU,0.0,si
2023-01,LV,5.4,si
2023-01,MX,7.0,no
2023-01,MY,15.5,no
2023-01,NL,2651.4,si
2023-01,PL,627.8,si
2023-01,PT,136.2,si
2023-01,RO,2.4,si
2023-01,RU,26.6,no
2023-01,SE,37.8,si
2023-01,SI,567.9,si
2023-01,SK,0.0,si
2023-01,TR,21.6,no
2023-01,TW,707.4,no
2023-01,US,1017.8,no
2023-02,AL,18.2,no
2023-02,AT,304.0,si
2023-02,BE,6835.4,si
2023-02,BG,44.6,si
2023-02,CA,0.1,no
2023-02,CH,20.5,no
2023-02,CN,0.9,no
2023-02,CY,2.0,si
2023-02,CZ,46.1,si
2023-02,DE,6038.8,si
2023-02,EG,105.1,no
2023-02,ES,6610.5,si
2023-02,FI,18.4,si
2023-02,FR,3819.2,si
2023-02,GB,4737.2,no
2023-02,GR,4258.1,si
2023-02,HR,37.3,si
2023-02,HU,1235.4,si
2023-02,IN,1783.8,no
2023-02,JP,2.6,no
2023-02,KR,0.1,no
2023-02,LT,17.5,si
2023-02,LU,0.0,si
2023-02,LV,0.5,si
2023-02,MX,9.9,no
2023-02,NL,12896.5,si
2023-02,PL,1431.3,si
2023-02,PT,8.8,si
2023-02,QV,0.1,no
2023-02,RO,2.1,si
2023-02,SE,36.9,si
2023-02,SI,219.1,si
2023-02,TR,241.4,no
2023-02,TW,301.2,no
2023-02,UA,1.7,no
2023-02,US,855.3,no
2023-03,AL,17.7,no
2023-03,AT,349.8,si
2023-03,BE,8804.9,si
2023-03,BG,53.6,si
2023-03,CA,1.8,no
2023-03,CH,26.4,no
2023-03,CY,2.0,si
2023-03,CZ,43.8,si
2023-03,DE,5310.7,si
2023-03,DK,0.7,si
2023-03,EG,101.6,no
2023-03,ES,9025.2,si
2023-03,FI,72.2,si
2023-03,FR,3751.9,si
2023-03,GB,2964.1,no
2023-03,GR,297.0,si
2023-03,HR,41.9,si
2023-03,HU,1372.8,si
2023-03,IN,575.7,no
2023-03,JP,8.3,no
2023-03,KR,0.4,no
2023-03,LT,8.2,si
2023-03,LV,0.6,si
2023-03,MX,8.6,no
2023-03,NL,6235.1,si
2023-03,PL,970.7,si
2023-03,PT,13.6,si
2023-03,RO,2.5,si
2023-03,SE,71.1,si
2023-03,SI,490.6,si
2023-03,SK,0.8,si
2023-03,TR,43.0,no
2023-03,TW,725.7,no
2023-03,US,411.0,no
2023-04,AL,109.2,no
2023-04,AT,254.2,si
2023-04,BE,8842.1,si
2023-04,BG,86.0,si
2023-04,BR,1.8,no
2023-04,CH,41.5,no
2023-04,CN,0.7,no
2023-04,CZ,47.5,si
2023-04,DE,3827.1,si
2023-04,DK,0.0,si
2023-04,EG,301.4,no
2023-04,ES,2426.4,si
2023-04,FI,18.1,si
2023-04,FR,3579.8,si
2023-04,GB,2137.1,no
2023-04,GR,388.2,si
2023-04,HR,51.3,si
2023-04,HU,1309.7,si
2023-04,IN,298.6,no
2023-04,JP,0.7,no
2023-04,KR,50.2,no
2023-04,LT,23.5,si
2023-04,LU,0.0,si
2023-04,LV,0.9,si
2023-04,MX,4.8,no
2023-04,MY,3655.6,no
2023-04,NL,4039.7,si
2023-04,PL,595.5,si
2023-04,PT,9.1,si
2023-04,RO,0.9,si
2023-04,SE,60.5,si
2023-04,SI,221.3,si
2023-04,SK,12.6,si
2023-04,TR,43.7,no
2023-04,TW,505.7,no
2023-04,UA,0.8,no
2023-04,US,12.8,no
2023-05,AE,59.3,no
2023-05,AL,160.9,no
2023-05,AT,254.6,si
2023-05,BE,9783.7,si
2023-05,BG,106.2,si
2023-05,CA,1.5,no
2023-05,CH,27.9,no
2023-05,CN,0.7,no
2023-05,CZ,65.8,si
2023-05,DE,5714.3,si
2023-05,DK,0.7,si
2023-05,EG,20.5,no
2023-05,ES,8216.2,si
2023-05,FI,36.1,si
2023-05,FR,4305.0,si
2023-05,GB,1686.8,no
2023-05,GR,4132.8,si
