mese,codice_cn8,descrizione,valore_eur,quantita_t,eur_per_kg,provvisorio
2024-11,27101985,Oli bianchi e paraffina liquida,2026522.0,1373.9,1.475,no
2024-12,27101985,Oli bianchi e paraffina liquida,1381195.0,722.0,1.9129,no
2025-01,27101985,Oli bianchi e paraffina liquida,2021221.0,1360.2,1.4859,no
2025-02,27101985,Oli bianchi e paraffina liquida,1789999.0,1136.8,1.5746,no
2025-03,27101985,Oli bianchi e paraffina liquida,2469063.0,1606.2,1.5372,no
2025-04,27101985,Oli bianchi e paraffina liquida,2380097.0,1759.1,1.353,no
2025-05,27101985,Oli bianchi e paraffina liquida,1306865.0,838.4,1.5587,no
2025-06,27101985,Oli bianchi e paraffina liquida,1592776.0,1030.6,1.5455,no
2025-07,27101985,Oli bianchi e paraffina liquida,2410515.0,1840.3,1.3099,no
2025-08,27101985,Oli bianchi e paraffina liquida,585603.0,389.7,1.5029,no
2025-09,27101985,Oli bianchi e paraffina liquida,2488357.0,1884.1,1.3207,no
2025-10,27101985,Oli bianchi e paraffina liquida,1696298.0,1211.7,1.3999,no
2025-11,27101985,Oli bianchi e paraffina liquida,2707725.0,2367.3,1.1438,no
2025-12,27101985,Oli bianchi e paraffina liquida,1233267.0,943.5,1.3071,no
2026-01,27101985,Oli bianchi e paraffina liquida,835064.0,565.9,1.4755,no
2026-02,27101985,Oli bianchi e paraffina liquida,1889650.0,1566.1,1.2066,no
2026-03,27101985,Oli bianchi e paraffina liquida,1982111.0,1532.5,1.2934,no
2026-04,27101985,Oli bianchi e paraffina liquida,8497311.0,6491.9,1.3089,no
2026-05,27101985,Oli bianchi e paraffina liquida,3161327.0,1941.1,1.6286,no
2026-06,27101985,Oli bianchi e paraffina liquida,855530.0,620.4,1.379,si
2019-01,27101987,Oli per ingranaggi e riduttori,1132173.0,457.9,2.4725,no
2019-02,27101987,Oli per ingranaggi e riduttori,1032841.0,379.0,2.7249,no
2019-03,27101987,Oli per ingranaggi e riduttori,1486177.0,481.0,3.0897,no
2019-04,27101987,Oli per ingranaggi e riduttori,1075141.0,442.4,2.4302,no
2019-05,27101987,Oli per ingranaggi e riduttori,1602209.0,704.4,2.2746,no
2019-06,27101987,Oli per ingranaggi e riduttori,1406924.0,519.0,2.7109,no
2019-07,27101987,Oli per ingranaggi e riduttori,1112200.0,400.2,2.7792,no
2019-08,27101987,Oli per ingranaggi e riduttori,1185411.0,403.9,2.9352,no
2019-09,27101987,Oli per ingranaggi e riduttori,1342458.0,439.3,3.0557,no
2019-10,27101987,Oli per ingranaggi e riduttori,1058630.0,427.0,2.4792,no
2019-11,27101987,Oli per ingranaggi e riduttori,1122473.0,421.2,2.6649,no
2019-12,27101987,Oli per ingranaggi e riduttori,935653.0,334.8,2.7949,no
2020-01,27101987,Oli per ingranaggi e riduttori,1200015.0,438.7,2.7352,no
2020-02,27101987,Oli per ingranaggi e riduttori,1406938.0,500.1,2.8134,no
2020-03,27101987,Oli per ingranaggi e riduttori,959829.0,515.8,1.8609,no
2020-04,27101987,Oli per ingranaggi e riduttori,651192.0,295.2,2.2059,no
2020-05,27101987,Oli per ingranaggi e riduttori,650071.0,284.6,2.284,no
2020-06,27101987,Oli per ingranaggi e riduttori,1889034.0,672.7,2.8082,no
2020-07,27101987,Oli per ingranaggi e riduttori,1433861.0,931.1,1.54,no
2020-08,27101987,Oli per ingranaggi e riduttori,862080.0,627.8,1.3732,no
2020-09,27101987,Oli per ingranaggi e riduttori,1398464.0,3238.2,0.4319,no
2020-10,27101987,Oli per ingranaggi e riduttori,1239893.0,822.1,1.5082,no
2020-11,27101987,Oli per ingranaggi e riduttori,972082.0,412.4,2.3568,no
2020-12,27101987,Oli per ingranaggi e riduttori,1016929.0,782.8,1.2991,no
2021-01,27101987,Oli per ingranaggi e riduttori,1313333.0,480.0,2.736,no
2021-02,27101987,Oli per ingranaggi e riduttori,1170846.0,477.5,2.4519,no
2021-03,27101987,Oli per ingranaggi e riduttori,1558354.0,608.7,2.56,no
2021-04,27101987,Oli per ingranaggi e riduttori,1232630.0,484.1,2.5464,no
2021-05,27101987,Oli per ingranaggi e riduttori,1578071.0,517.7,3.0481,no
2021-06,27101987,Oli per ingranaggi e riduttori,1964875.0,679.2,2.893,no
2021-07,27101987,Oli per ingranaggi e riduttori,1526415.0,617.5,2.472,no
2021-08,27101987,Oli per ingranaggi e riduttori,1333459.0,457.6,2.9138,no
2021-09,27101987,Oli per ingranaggi e riduttori,1342228.0,368.5,3.6429,no
2021-10,27101987,Oli per ingranaggi e riduttori,1396777.0,376.7,3.7084,no
2021-11,27101987,Oli per ingranaggi e riduttori,1896458.0,573.0,3.3098,no
2021-12,27101987,Oli per ingranaggi e riduttori,1172682.0,328.5,3.5697,no
2022-01,27101987,Oli per ingranaggi e riduttori,1855353.0,496.5,3.7372,no
2022-02,27101987,Oli per ingranaggi e riduttori,2006558.0,588.7,3.4086,no
2022-03,27101987,Oli per ingranaggi e riduttori,2459213.0,697.8,3.5242,no
2022-04,27101987,Oli per ingranaggi e riduttori,1823566.0,522.6,3.4897,no
2022-05,27101987,Oli per ingranaggi e riduttori,2264724.0,700.6,3.2324,no
2022-06,27101987,Oli per ingranaggi e riduttori,2351617.0,611.0,3.8487,no
2022-07,27101987,Oli per ingranaggi e riduttori,2243658.0,575.4,3.8995,no
2022-08,27101987,Oli per ingranaggi e riduttori,1901293.0,593.5,3.2037,no
2022-09,27101987,Oli per ingranaggi e riduttori,3731672.0,615.6,6.0619,no
2022-10,27101987,Oli per ingranaggi e riduttori,4043830.0,760.9,5.3142,no
2022-11,27101987,Oli per ingranaggi e riduttori,2829904.0,561.1,5.0436,no
2022-12,27101987,Oli per ingranaggi e riduttori,2184391.0,562.2,3.8853,no
2023-01,27101987,Oli per ingranaggi e riduttori,2746337.0,683.6,4.0172,no
2023-02,27101987,Oli per ingranaggi e riduttori,2674904.0,664.5,4.0257,no
2023-03,27101987,Oli per ingranaggi e riduttori,3155374.0,743.0,4.2466,no
2023-04,27101987,Oli per ingranaggi e riduttori,2584810.0,646.8,3.996,no
2023-05,27101987,Oli per ingranaggi e riduttori,2775138.0,639.8,4.3375,no
2023-06,27101987,Oli per ingranaggi e riduttori,2262747.0,572.5,3.9523,no
2023-07,27101987,Oli per ingranaggi e riduttori,2337685.0,574.8,4.0672,no
2023-08,27101987,Oli per ingranaggi e riduttori,1758566.0,426.7,4.1212,no
2023-09,27101987,Oli per ingranaggi e riduttori,2041069.0,482.2,4.2324,no
2023-10,27101987,Oli per ingranaggi e riduttori,1992427.0,535.1,3.7231,no
2023-11,27101987,Oli per ingranaggi e riduttori,2062369.0,497.4,4.1466,no
2023-12,27101987,Oli per ingranaggi e riduttori,1697468.0,455.5,3.7264,no
2024-01,27101987,Oli per ingranaggi e riduttori,2257277.0,581.8,3.8796,no
2024-02,27101987,Oli per ingranaggi e riduttori,2357622.0,559.2,4.2162,no
2024-03,27101987,Oli per ingranaggi e riduttori,2399813.0,571.6,4.1986,no
2024-04,27101987,Oli per ingranaggi e riduttori,2559284.0,570.0,4.4899,no
2024-05,27101987,Oli per ingranaggi e riduttori,2105363.0,506.3,4.1584,no
2024-06,27101987,Oli per ingranaggi e riduttori,1933066.0,398.1,4.8558,no
2024-07,27101987,Oli per ingranaggi e riduttori,2439987.0,524.0,4.6565,no
2024-08,27101987,Oli per ingranaggi e riduttori,1579914.0,398.5,3.9646,no
2024-09,27101987,Oli per ingranaggi e riduttori,2465738.0,557.4,4.4233,no
2024-10,27101987,Oli per ingranaggi e riduttori,2104453.0,510.1,4.1253,no
2024-11,27101987,Oli per ingranaggi e riduttori,2028406.0,472.2,4.2958,no
2024-12,27101987,Oli per ingranaggi e riduttori,2100118.0,498.6,4.2117,no
2025-01,27101987,Oli per ingranaggi e riduttori,1876401.0,508.5,3.69,no
2025-02,27101987,Oli per ingranaggi e riduttori,2441734.0,1021.3,2.3908,no
2025-03,27101987,Oli per ingranaggi e riduttori,2506424.0,708.5,3.5377,no
2025-04,27101987,Oli per ingranaggi e riduttori,2540471.0,697.1,3.6442,no
2025-05,27101987,Oli per ingranaggi e riduttori,2123142.0,573.3,3.7034,no
2025-06,27101987,Oli per ingranaggi e riduttori,2338724.0,725.9,3.222,no
2025-07,27101987,Oli per ingranaggi e riduttori,2712150.0,830.4,3.2661,no
2025-08,27101987,Oli per ingranaggi e riduttori,2098560.0,771.0,2.7219,no
2025-09,27101987,Oli per ingranaggi e riduttori,2220302.0,1035.7,2.1438,no
2025-10,27101987,Oli per ingranaggi e riduttori,2234092.0,655.1,3.4101,no
2025-11,27101987,Oli per ingranaggi e riduttori,2217967.0,969.0,2.2889,no
2025-12,27101987,Oli per ingranaggi e riduttori,1791936.0,445.7,4.0203,no
2026-01,27101987,Oli per ingranaggi e riduttori,1849035.0,491.8,3.7595,no
2026-02,27101987,Oli per ingranaggi e riduttori,2523923.0,810.4,3.1144,no
2026-03,27101987,Oli per ingranaggi e riduttori,3216867.0,889.0,3.6184,no
2026-04,27101987,Oli per ingranaggi e riduttori,1787884.0,1054.7,1.6952,no
2026-05,27101987,Oli per ingranaggi e riduttori,2140524.0,987.0,2.1687,no
2026-06,27101987,Oli per ingranaggi e riduttori,63545.0,25.0,2.5399,si
2019-01,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",772426.0,415.4,1.8594,no
2019-02,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",534647.0,284.9,1.8764,no
2019-03,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",900806.0,570.1,1.5799,no
2019-04,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",651334.0,310.9,2.095,no
2019-05,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",809847.0,444.5,1.822,no
2019-06,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",516964.0,249.5,2.0716,no
2019-07,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",586360.0,270.8,2.165,no
2019-08,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",479889.0,239.4,2.0042,no
2019-09,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",708967.0,501.4,1.4138,no
2019-10,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1321756.0,1117.8,1.1825,no
2019-11,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",805077.0,502.1,1.6035,no
2019-12,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",490034.0,254.4,1.9262,no
2020-01,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",931123.0,396.0,2.3511,no
2020-02,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",956420.0,400.3,2.389,no
2020-03,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1512016.0,967.8,1.5623,no
2020-04,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",864411.0,573.3,1.5078,no
2020-05,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",902520.0,550.5,1.6395,no
2020-06,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",913724.0,377.2,2.4222,no
2020-07,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1081040.0,457.6,2.3626,no
2020-08,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",785934.0,341.8,2.2992,no
2020-09,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1215087.0,551.9,2.2016,no
2020-10,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1210051.0,543.3,2.2271,no
2020-11,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1164421.0,555.8,2.0952,no
2020-12,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1228951.0,588.4,2.0885,no
2021-01,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",470421.0,255.4,1.842,no
2021-02,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",751008.0,427.8,1.7554,no
2021-03,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",785216.0,405.1,1.9382,no
2021-04,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",750644.0,377.5,1.9884,no
2021-05,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",854561.0,444.3,1.9235,no
2021-06,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1056229.0,463.6,2.2782,no
2021-07,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",714494.0,320.8,2.2272,no
2021-08,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",648134.0,309.6,2.0934,no
2021-09,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",775918.0,363.1,2.1372,no
2021-10,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",892887.0,427.5,2.0885,no
2021-11,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",915912.0,446.1,2.0533,no
2021-12,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",742270.0,336.4,2.2065,no
2022-01,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",565757.0,250.7,2.2569,no
2022-02,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1122762.0,494.0,2.273,no
2022-03,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",945675.0,439.9,2.1496,no
2022-04,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",902121.0,396.3,2.2761,no
2022-05,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1341470.0,497.5,2.6966,no
2022-06,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1383554.0,491.7,2.814,no
2022-07,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1143796.0,409.7,2.7918,no
2022-08,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",651297.0,237.8,2.7391,no
2022-09,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",922605.0,329.2,2.8023,no
2022-10,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1050167.0,375.6,2.7963,no
2022-11,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",826993.0,318.7,2.5952,no
2022-12,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",659777.0,239.0,2.7601,no
2023-01,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",630518.0,198.3,3.1792,no
2023-02,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",865486.0,281.3,3.0766,no
2023-03,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",941571.0,304.1,3.0961,no
2023-04,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",935877.0,282.1,3.3181,no
2023-05,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1549650.0,534.4,2.8998,no
2023-06,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",953113.0,335.3,2.8422,no
2023-07,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1191401.0,429.7,2.7724,no
2023-08,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",644913.0,222.9,2.8931,no
2023-09,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",909223.0,308.0,2.952,no
2023-10,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",786704.0,270.5,2.908,no
2023-11,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1332313.0,449.2,2.9658,no
2023-12,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",692465.0,228.2,3.0339,no
2024-01,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1043430.0,352.0,2.9641,no
2024-02,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1096450.0,374.4,2.9289,no
2024-03,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",854456.0,287.5,2.9725,no
2024-04,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",877899.0,306.1,2.868,no
2024-05,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",802421.0,263.5,3.0451,no
2024-06,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",903583.0,334.3,2.703,no
2024-07,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1547738.0,483.4,3.202,no
2024-08,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",698918.0,222.1,3.1475,no
2024-09,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1072580.0,329.1,3.2594,no
2024-10,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1256306.0,420.2,2.9901,no
2024-11,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",775421.0,263.5,2.943,no
2024-12,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",705931.0,241.0,2.9292,no
2025-01,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1053611.0,402.2,2.6197,no
2025-02,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1049045.0,393.1,2.6688,no
2025-03,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1322893.0,482.2,2.7432,no
2025-04,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",908370.0,359.4,2.5272,no
2025-05,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",917389.0,312.0,2.9402,no
2025-06,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1085194.0,406.0,2.6732,no
2025-07,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",921046.0,322.6,2.8553,no
2025-08,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",738491.0,276.0,2.6753,no
2025-09,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",963574.0,350.0,2.7529,no
2025-10,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1101399.0,395.5,2.785,no
2025-11,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1152809.0,409.2,2.817,no
2025-12,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",724651.0,299.8,2.4173,no
2026-01,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",916678.0,345.7,2.6514,no
2026-02,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1064810.0,375.7,2.8343,no
2026-03,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1302934.0,453.7,2.872,no
2026-04,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1089612.0,381.2,2.8585,no
2026-05,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",1257613.0,379.5,3.314,no
2026-06,27101991,"Oli per lavorazione metalli, distacco stampi, anticorrosione",60624.0,15.8,3.8365,si
2019-01,27101993,Oli isolanti per uso elettrico,390447.0,344.0,1.1351,no
2019-02,27101993,Oli isolanti per uso elettrico,290399.0,269.5,1.0776,no
2019-03,27101993,Oli isolanti per uso elettrico,267021.0,230.8,1.157,no
2019-04,27101993,Oli isolanti per uso elettrico,489848.0,419.6,1.1676,no
2019-05,27101993,Oli isolanti per uso elettrico,1849692.0,2467.6,0.7496,no
2019-06,27101993,Oli isolanti per uso elettrico,1833276.0,2206.2,0.831,no
2019-07,27101993,Oli isolanti per uso elettrico,1317333.0,1748.9,0.7532,no
2019-08,27101993,Oli isolanti per uso elettrico,1264387.0,1265.3,0.9993,no
2019-09,27101993,Oli isolanti per uso elettrico,297624.0,274.4,1.0848,no
2019-10,27101993,Oli isolanti per uso elettrico,634025.0,528.1,1.2005,no
2019-11,27101993,Oli isolanti per uso elettrico,244904.0,265.6,0.9219,no
2019-12,27101993,Oli isolanti per uso elettrico,520529.0,395.9,1.3148,no
2020-01,27101993,Oli isolanti per uso elettrico,301003.0,258.7,1.1637,no
2020-02,27101993,Oli isolanti per uso elettrico,270151.0,257.5,1.0493,no
2020-03,27101993,Oli isolanti per uso elettrico,259588.0,306.6,0.8467,no
2020-04,27101993,Oli isolanti per uso elettrico,265116.0,244.2,1.0856,no
2020-05,27101993,Oli isolanti per uso elettrico,315582.0,211.6,1.4911,no
2020-06,27101993,Oli isolanti per uso elettrico,461070.0,440.9,1.0457,no
2020-07,27101993,Oli isolanti per uso elettrico,435611.0,470.5,0.9259,no
2020-08,27101993,Oli isolanti per uso elettrico,148640.0,186.4,0.7975,no
2020-09,27101993,Oli isolanti per uso elettrico,994849.0,591.6,1.6816,no
2020-10,27101993,Oli isolanti per uso elettrico,516975.0,508.9,1.0159,no
2020-11,27101993,Oli isolanti per uso elettrico,1077998.0,2033.7,0.5301,no
2020-12,27101993,Oli isolanti per uso elettrico,1047535.0,820.7,1.2764,no
2021-01,27101993,Oli isolanti per uso elettrico,262242.0,352.9,0.7432,no
2021-02,27101993,Oli isolanti per uso elettrico,3224464.0,4477.3,0.7202,no
2021-03,27101993,Oli isolanti per uso elettrico,1057453.0,954.5,1.1079,no
2021-04,27101993,Oli isolanti per uso elettrico,1232245.0,1047.1,1.1768,no
2021-05,27101993,Oli isolanti per uso elettrico,1087988.0,985.9,1.1036,no
2021-06,27101993,Oli isolanti per uso elettrico,4426491.0,3317.2,1.3344,no
2021-07,27101993,Oli isolanti per uso elettrico,5629976.0,4311.1,1.3059,no
2021-08,27101993,Oli isolanti per uso elettrico,1630404.0,1011.8,1.6114,no
2021-09,27101993,Oli isolanti per uso elettrico,2073764.0,1270.2,1.6326,no
2021-10,27101993,Oli isolanti per uso elettrico,2633446.0,1801.5,1.4618,no
2021-11,27101993,Oli isolanti per uso elettrico,1428908.0,974.3,1.4666,no
2021-12,27101993,Oli isolanti per uso elettrico,2152375.0,1252.4,1.7186,no
2022-01,27101993,Oli isolanti per uso elettrico,1376695.0,906.5,1.5186,no
2022-02,27101993,Oli isolanti per uso elettrico,2469060.0,1851.0,1.3339,no
2022-03,27101993,Oli isolanti per uso elettrico,2767881.0,2047.8,1.3516,no
2022-04,27101993,Oli isolanti per uso elettrico,2544975.0,1615.1,1.5757,no
2022-05,27101993,Oli isolanti per uso elettrico,3828776.0,2125.6,1.8012,no
2022-06,27101993,Oli isolanti per uso elettrico,1617041.0,847.8,1.9074,no
2022-07,27101993,Oli isolanti per uso elettrico,4503060.0,2085.6,2.1591,no
2022-08,27101993,Oli isolanti per uso elettrico,916518.0,512.3,1.7891,no
2022-09,27101993,Oli isolanti per uso elettrico,2642446.0,1287.6,2.0522,no
2022-10,27101993,Oli isolanti per uso elettrico,1261606.0,562.6,2.2424,no
2022-11,27101993,Oli isolanti per uso elettrico,1836882.0,876.2,2.0963,no
2022-12,27101993,Oli isolanti per uso elettrico,837596.0,383.4,2.1845,no
2023-01,27101993,Oli isolanti per uso elettrico,1033425.0,414.0,2.496,no
2023-02,27101993,Oli isolanti per uso elettrico,1589158.0,728.0,2.183,no
2023-03,27101993,Oli isolanti per uso elettrico,1700207.0,844.8,2.0125,no
2023-04,27101993,Oli isolanti per uso elettrico,1396123.0,688.2,2.0287,no
2023-05,27101993,Oli isolanti per uso elettrico,1545556.0,833.9,1.8533,no
2023-06,27101993,Oli isolanti per uso elettrico,2368981.0,1525.1,1.5533,no
2023-07,27101993,Oli isolanti per uso elettrico,1230174.0,616.9,1.9942,no
2023-08,27101993,Oli isolanti per uso elettrico,356485.0,204.9,1.7394,no
2023-09,27101993,Oli isolanti per uso elettrico,915613.0,428.8,2.1351,no
2023-10,27101993,Oli isolanti per uso elettrico,1232249.0,610.3,2.019,no
2023-11,27101993,Oli isolanti per uso elettrico,2761696.0,1855.2,1.4886,no
2023-12,27101993,Oli isolanti per uso elettrico,738473.0,429.5,1.7192,no
2024-01,27101993,Oli isolanti per uso elettrico,1417778.0,843.2,1.6814,no
2024-02,27101993,Oli isolanti per uso elettrico,820737.0,557.9,1.471,no
2024-03,27101993,Oli isolanti per uso elettrico,936154.0,572.4,1.6354,no
2024-04,27101993,Oli isolanti per uso elettrico,777636.0,464.8,1.6731,no
2024-05,27101993,Oli isolanti per uso elettrico,1095020.0,507.2,2.159,no
2024-06,27101993,Oli isolanti per uso elettrico,1081061.0,496.1,2.1791,no
2024-07,27101993,Oli isolanti per uso elettrico,1225124.0,520.2,2.355,no
2024-08,27101993,Oli isolanti per uso elettrico,562105.0,337.2,1.6672,no
2024-09,27101993,Oli isolanti per uso elettrico,1071292.0,573.6,1.8677,no
2024-10,27101993,Oli isolanti per uso elettrico,1341575.0,757.0,1.7723,no
2024-11,27101993,Oli isolanti per uso elettrico,1161522.0,671.0,1.731,no
2024-12,27101993,Oli isolanti per uso elettrico,1110848.0,468.7,2.3701,no
2025-01,27101993,Oli isolanti per uso elettrico,1132283.0,541.0,2.0928,no
2025-02,27101993,Oli isolanti per uso elettrico,2301706.0,1510.5,1.5238,no
2025-03,27101993,Oli isolanti per uso elettrico,1338696.0,626.2,2.1377,no
2025-04,27101993,Oli isolanti per uso elettrico,1049327.0,472.9,2.219,no
2025-05,27101993,Oli isolanti per uso elettrico,8396687.0,6330.4,1.3264,no
2025-06,27101993,Oli isolanti per uso elettrico,858029.0,442.1,1.9409,no
2025-07,27101993,Oli isolanti per uso elettrico,575565.0,414.3,1.3892,no
2025-08,27101993,Oli isolanti per uso elettrico,626015.0,330.4,1.8947,no
2025-09,27101993,Oli isolanti per uso elettrico,1476563.0,682.0,2.1649,no
2025-10,27101993,Oli isolanti per uso elettrico,1888565.0,678.1,2.7851,no
2025-11,27101993,Oli isolanti per uso elettrico,3416169.0,1957.6,1.7451,no
2025-12,27101993,Oli isolanti per uso elettrico,6773103.0,5649.3,1.1989,no
2026-01,27101993,Oli isolanti per uso elettrico,579750.0,375.4,1.5442,no
2026-02,27101993,Oli isolanti per uso elettrico,910657.0,567.5,1.6048,no
2026-03,27101993,Oli isolanti per uso elettrico,872546.0,492.4,1.7719,no
2026-04,27101993,Oli isolanti per uso elettrico,927600.0,554.9,1.6716,no
2026-05,27101993,Oli isolanti per uso elettrico,1338452.0,550.3,2.4321,no
2026-06,27101993,Oli isolanti per uso elettrico,472249.0,142.3,3.3183,si
2019-01,27101999,Altri oli lubrificanti (qui rientra la base GTL),22837626.0,30225.4,0.7556,no
2019-02,27101999,Altri oli lubrificanti (qui rientra la base GTL),25619953.0,31594.1,0.8109,no
2019-03,27101999,Altri oli lubrificanti (qui rientra la base GTL),24122913.0,27199.5,0.8869,no
2019-04,27101999,Altri oli lubrificanti (qui rientra la base GTL),19051999.0,19501.0,0.977,no
2019-05,27101999,Altri oli lubrificanti (qui rientra la base GTL),28889073.0,37061.2,0.7795,no
2019-06,27101999,Altri oli lubrificanti (qui rientra la base GTL),30366954.0,45816.0,0.6628,no
2019-07,27101999,Altri oli lubrificanti (qui rientra la base GTL),27994167.0,31418.0,0.891,no
2019-08,27101999,Altri oli lubrificanti (qui rientra la base GTL),20920182.0,27087.6,0.7723,no
2019-09,27101999,Altri oli lubrificanti (qui rientra la base GTL),24600268.0,37196.4,0.6614,no
2019-10,27101999,Altri oli lubrificanti (qui rientra la base GTL),26556521.0,37824.2,0.7021,no
2019-11,27101999,Altri oli lubrificanti (qui rientra la base GTL),20285442.0,23818.8,0.8517,no
2019-12,27101999,Altri oli lubrificanti (qui rientra la base GTL),17036218.0,31503.2,0.5408,no
2020-01,27101999,Altri oli lubrificanti (qui rientra la base GTL),24467705.0,39636.3,0.6173,no
2020-02,27101999,Altri oli lubrificanti (qui rientra la base GTL),19834054.0,23690.7,0.8372,no
2020-03,27101999,Altri oli lubrificanti (qui rientra la base GTL),25870325.0,31763.4,0.8145,no
2020-04,27101999,Altri oli lubrificanti (qui rientra la base GTL),18986004.0,25887.2,0.7334,no
2020-05,27101999,Altri oli lubrificanti (qui rientra la base GTL),10748743.0,12928.1,0.8314,no
